"YearsCodePro","ConvertedCompYearly","EdLevel","Country"
3,103000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
0.5,93701,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
2,75000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
12,72000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
2,62000,"Associate degree (A.A., A.S., etc.)","United States of America"
10,140000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,170000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
25,1e+05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
10,177,"Other doctoral degree (Ph.D., Ed.D., etc.)","United States of America"
18,135000,"Associate degree (A.A., A.S., etc.)","United States of America"
3,125000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,170000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
10,180000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
20,160000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
4,190000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
41,104000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
8,120000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
14,96000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,110000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
30,210000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
4,227000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
20,130000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
1,150150,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
6,110000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
10,118000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
37,190000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
20,325000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,125000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
3,220000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
11,130000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
8,125000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
39,125000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
17,210000,"Associate degree (A.A., A.S., etc.)","United States of America"
0.5,174000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
10,110000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
16,108000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
20,130000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
24,140000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
11,175000,"Some college/university study without earning a degree","United States of America"
3,98000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
10,135000,"Some college/university study without earning a degree","United States of America"
10,130000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,310000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
18,147000,"Other doctoral degree (Ph.D., Ed.D., etc.)","United States of America"
11,125000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
14,130000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
11,171000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
18,130000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
9,190000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
4,103500,"Some college/university study without earning a degree","United States of America"
2,140000,"Other doctoral degree (Ph.D., Ed.D., etc.)","United States of America"
2,1e+05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
23,150000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
30,150000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
2,2e+05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
30,80000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
3,145000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
9,150000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
9,168000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
2,130000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
2,65000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
6,155000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
16,3e+05,"Some college/university study without earning a degree","United States of America"
22,132000,"Some college/university study without earning a degree","United States of America"
17,165000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,83000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
9,50000,"Other doctoral degree (Ph.D., Ed.D., etc.)","United States of America"
12,172000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
20,150000,"Some college/university study without earning a degree","United States of America"
7,140000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
25,312000,"Some college/university study without earning a degree","United States of America"
9,93000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
4,90000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
18,152000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
16,181500,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
7,150000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
18,150000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
31,120000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
8,116000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
22,220000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
1,115000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,100100,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
4,90000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
12,160000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
30,135000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
22,123600,"Some college/university study without earning a degree","United States of America"
17,190500,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
22,128000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
8,115000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,245000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
2,110000,"Associate degree (A.A., A.S., etc.)","United States of America"
6,105000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
12,195000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
29,166000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
20,3e+05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
13,95000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
8,98000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
25,106000,"Some college/university study without earning a degree","United States of America"
13,110000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
13,165000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
33,172000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
20,76000,"Associate degree (A.A., A.S., etc.)","United States of America"
1,3e+05,"Associate degree (A.A., A.S., etc.)","United States of America"
7,68000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
1,180000,"Some college/university study without earning a degree","United States of America"
40,160000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
15,120,"Some college/university study without earning a degree","United States of America"
16,160000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
0.5,95000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
6,180000,"Associate degree (A.A., A.S., etc.)","United States of America"
33,105000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
1,80000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
33,163000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
15,105000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
0.5,120000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
0.5,90000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
16,220000,"Associate degree (A.A., A.S., etc.)","United States of America"
5,107000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
7,140000,"Primary/elementary school","United States of America"
18,119000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
2,140000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
6,230000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
5,175000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
37,2e+05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
19,245000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
6,150000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
12,93000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
14,1e+05,"Other doctoral degree (Ph.D., Ed.D., etc.)","United States of America"
2,70000,"Some college/university study without earning a degree","United States of America"
5,95000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
18,105000,"Some college/university study without earning a degree","United States of America"
16,240000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
25,250000,"Some college/university study without earning a degree","United States of America"
0.5,38000,"Some college/university study without earning a degree","United States of America"
10,180000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
10,190000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
14,140000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
35,120000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
2,120000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
12,172000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
3,180000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
10,180000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
3,1e+05,"Some college/university study without earning a degree","United States of America"
4,125000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
15,180000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
4,70000,"Associate degree (A.A., A.S., etc.)","United States of America"
4,130000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
3,1e+05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
6,130000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
2,145000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
3,170000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
12,155000,"Some college/university study without earning a degree","United States of America"
30,80000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
7,115000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
10,130000,"Associate degree (A.A., A.S., etc.)","United States of America"
4,288000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
16,65000,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","United States of America"
12,2e+05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
12,75000,"Some college/university study without earning a degree","United States of America"
4,146000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
26,225000,"Some college/university study without earning a degree","United States of America"
30,2e+05,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
39,195000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
29,140000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
4,1e+05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
7,137000,"Some college/university study without earning a degree","United States of America"
2,186000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
2,70000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,140000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
8,130000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
7,96000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
7,2e+05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
4,90000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
22,122400,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
14,150000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
21,175000,"Some college/university study without earning a degree","United States of America"
5,2e+05,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
16,140000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
9,105000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
3,90000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,227000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
35,160000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
7,170000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
1,84000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
10,175000,"Some college/university study without earning a degree","United States of America"
5,150000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
24,320000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
4,115000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
1,58000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
7,150000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
2,135000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
26,330000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
39,175000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
0.5,55000,"Associate degree (A.A., A.S., etc.)","United States of America"
10,115000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
8,160000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
42,129000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
36,175000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
22,170000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
11,175000,"Other doctoral degree (Ph.D., Ed.D., etc.)","United States of America"
2,1e+05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
12,2e+05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
14,116000,"Associate degree (A.A., A.S., etc.)","United States of America"
5,74785,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
6,130000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
11,137500,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
8,180000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
12,11000,"Associate degree (A.A., A.S., etc.)","United States of America"
41,185000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
15,150000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
11,64000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
7,60000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
10,124000,"Some college/university study without earning a degree","United States of America"
1,85000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
34,146000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
32,96000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
10,150000,"Associate degree (A.A., A.S., etc.)","United States of America"
20,130000,"Some college/university study without earning a degree","United States of America"
1,60000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
4,165000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
1,94000,"Primary/elementary school","United States of America"
3,150000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
5,210,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
13,196000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
10,20000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
22,160000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
10,135000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
22,261000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
10,145000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
14,140400,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,175000,"Associate degree (A.A., A.S., etc.)","United States of America"
8,250000,"Some college/university study without earning a degree","United States of America"
8,150000,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","United States of America"
25,1e+05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
9,130000,"Some college/university study without earning a degree","United States of America"
25,150000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
4,107500,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
10,180000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,170000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
10,190538,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
23,180000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
11,80000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
24,220000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
12,108000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
19,175000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
14,82000,"Some college/university study without earning a degree","United States of America"
17,168000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
0.5,122000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
2,190000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
1,85000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
4,125000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
7,130000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
1,65000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
51,90000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
23,160000,"Some college/university study without earning a degree","United States of America"
15,135000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
4,130000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
6,130000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
28,115000,"Some college/university study without earning a degree","United States of America"
20,183000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,120000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
3,45000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
23,143000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
25,168000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
13,135000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
4,145000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
7,103000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
20,95000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
6,135,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
11,145000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
0.5,52000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
11,190000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
2,90000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
3,179000,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","United States of America"
1,142000,"Other doctoral degree (Ph.D., Ed.D., etc.)","United States of America"
2,110000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
17,20000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
13,149982,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
6,2e+05,"Some college/university study without earning a degree","United States of America"
0.5,160000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
1,90000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
4,140000,"Some college/university study without earning a degree","United States of America"
3,160000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
13,1e+05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
0.5,62000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
13,205500,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
1,70000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
7,155000,"Some college/university study without earning a degree","United States of America"
0.5,92000,"Other doctoral degree (Ph.D., Ed.D., etc.)","United States of America"
11,122400,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,122000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
16,247900,"Some college/university study without earning a degree","United States of America"
7,98000,"Other doctoral degree (Ph.D., Ed.D., etc.)","United States of America"
3,135000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
3,90000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
6,162000,"Some college/university study without earning a degree","United States of America"
5,220000,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","United States of America"
4,115000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
7,230000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,105000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
10,30000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,159500,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
2,140000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
27,180000,"Other doctoral degree (Ph.D., Ed.D., etc.)","United States of America"
23,165000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
10,250000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
9,201000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
3,131000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,75000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
6,120000,"Some college/university study without earning a degree","United States of America"
2,175000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
10,180000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
8,104000,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","United States of America"
2,75000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
16,1e+05,"Some college/university study without earning a degree","United States of America"
27,145000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
8,130000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
8,130000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
3,140000,"Other doctoral degree (Ph.D., Ed.D., etc.)","United States of America"
26,180000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
20,87000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
21,90000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
4,150000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
2,180000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
32,97500,"Some college/university study without earning a degree","United States of America"
7,190000,"Other doctoral degree (Ph.D., Ed.D., etc.)","United States of America"
2,60000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,150000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
10,140000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
4,180000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
7,150000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
4,145000,"Associate degree (A.A., A.S., etc.)","United States of America"
1,102000,"Some college/university study without earning a degree","United States of America"
7,101200,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
7,117000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
5,70000,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","United States of America"
7,187000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
8,125000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
17,160000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
12,150000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
24,120000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
15,145000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
12,160000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
15,138000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
17,113000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
12,2e+05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
14,106000,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","United States of America"
35,120000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
11,173000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
19,210000,"Some college/university study without earning a degree","United States of America"
5,175000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
20,49,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
15,180000,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","United States of America"
10,230000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
2,1e+05,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
3,150000,"Some college/university study without earning a degree","United States of America"
26,110000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
6,90000,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","United States of America"
